clip_id,video,label,onset_frame,alert_frame,start_frame,end_frame,fps
01090,01090.mp4,0,,,442,592,30.0
01299,01299.mp4,0,,,299,449,30.0
01404,01404.mp4,0,,,214,364,30.6
01574,01574.mp4,0,,,405,555,30.0
00601,00601.mp4,1,133,94,423,573,30.0
00255,00255.mp4,1,123,100,499,649,30.0
01395,01395.mp4,0,,,740,890,30.5
00031,00031.mp4,1,144,103,429,579,30.0
00683,00683.mp4,1,94,50,546,696,30.6
00936,00936.mp4,1,88,42,487,637,30.0
00598,00598.mp4,1,137,106,439,589,30.0
00343,00343.mp4,1,93,,481,631,30.5
00318,00318.mp4,1,126,95,463,613,29.3
00671,00671.mp4,1,129,55,176,326,30.0
01681,01681.mp4,0,,,1014,1164,30.0
01108,01108.mp4,0,,,695,845,30.0
01811,01811.mp4,0,,,660,810,30.0
00175,00175.mp4,1,138,102,432,582,29.9
01693,01693.mp4,0,,,255,405,30.0
01627,01627.mp4,0,,,413,563,30.6
00955,00955.mp4,1,144,65,442,592,30.0
00834,00834.mp4,1,103,42,495,645,30.5
01098,01098.mp4,0,,,4,154,30.0
00603,00603.mp4,1,118,88,458,608,30.6
00240,00240.mp4,1,115,87,481,631,30.6
01448,01448.mp4,0,,,418,568,30.0
01865,01865.mp4,0,,,659,809,29.9
00388,00388.mp4,1,79,28,480,630,30.5
00843,00843.mp4,1,142,109,426,576,29.4
00887,00887.mp4,1,93,69,506,656,30.0
01019,01019.mp4,1,107,56,462,612,30.0
01374,01374.mp4,0,,,319,469,30.0
01539,01539.mp4,0,,,776,926,30.0
00722,00722.mp4,1,112,14,504,654,30.0
00904,00904.mp4,1,135,114,453,603,30.6
01541,01541.mp4,0,,,135,285,30.0
00785,00785.mp4,1,85,43,513,663,30.0
00014,00014.mp4,1,141,121,431,581,30.0
00593,00593.mp4,1,80,30,500,650,30.0
00869,00869.mp4,1,83,36,512,662,30.0
00015,00015.mp4,1,103,42,488,638,30.0
02115,02115.mp4,0,,,267,417,30.6
01969,01969.mp4,0,,,83,233,30.0
00621,00621.mp4,1,113,6,658,808,30.0
00049,00049.mp4,1,76,42,504,654,29.9
01003,01003.mp4,1,132,54,496,646,30.6
01810,01810.mp4,0,,,677,827,29.9
01242,01242.mp4,0,,,329,479,30.0
01983,01983.mp4,0,,,304,454,30.0
01100,01100.mp4,0,,,943,1093,29.9
00167,00167.mp4,1,122,69,478,628,30.0
00669,00669.mp4,1,139,75,478,628,30.5
00117,00117.mp4,1,123,118,451,601,30.0
00690,00690.mp4,1,142,19,492,642,30.0
01900,01900.mp4,0,,,1028,1178,29.6
00494,00494.mp4,1,79,50,527,677,30.6
00857,00857.mp4,1,86,16,553,703,30.6
01603,01603.mp4,0,,,1060,1210,30.0
00599,00599.mp4,1,84,40,545,695,30.0
01740,01740.mp4,0,,,873,1023,30.6
00235,00235.mp4,1,101,43,174,324,30.0
01517,01517.mp4,0,,,593,743,30.0
00369,00369.mp4,1,143,69,462,612,30.0
00057,00057.mp4,1,128,92,482,632,30.0
02033,02033.mp4,0,,,493,643,23.9
00071,00071.mp4,1,124,97,471,621,30.0
01339,01339.mp4,0,,,622,772,29.1
00026,00026.mp4,1,104,20,190,340,30.0
01298,01298.mp4,0,,,41,191,30.5
01259,01259.mp4,0,,,0,150,30.0
01629,01629.mp4,0,,,372,522,29.9
02069,02069.mp4,0,,,619,769,30.0
00729,00729.mp4,1,139,100,446,596,30.6
01441,01441.mp4,0,,,521,671,30.0
02114,02114.mp4,0,,,681,831,30.0
01908,01908.mp4,0,,,134,284,30.6
02095,02095.mp4,0,,,1010,1160,30.6
01896,01896.mp4,0,,,536,686,30.0
02075,02075.mp4,0,,,844,994,30.0
00897,00897.mp4,1,113,22,478,628,30.0
00856,00856.mp4,1,127,56,168,318,30.0
01823,01823.mp4,0,,,786,936,30.6
01413,01413.mp4,0,,,785,935,30.0
00607,00607.mp4,1,82,,469,619,29.3
00947,00947.mp4,1,95,60,497,647,30.0
00902,00902.mp4,1,91,44,520,670,30.0
01669,01669.mp4,0,,,122,272,30.0
00622,00622.mp4,1,111,73,214,364,30.0
00854,00854.mp4,1,117,82,464,614,29.9
01364,01364.mp4,0,,,113,263,30.0
00643,00643.mp4,1,79,35,534,684,29.9
01558,01558.mp4,0,,,246,396,30.0
00013,00013.mp4,1,128,69,489,639,30.0
00562,00562.mp4,1,93,42,526,676,30.0
01235,01235.mp4,0,,,1007,1157,30.0
01874,01874.mp4,0,,,308,458,30.0
00976,00976.mp4,1,85,39,510,660,29.9
01754,01754.mp4,0,,,310,460,30.0
01461,01461.mp4,0,,,722,872,30.0
00298,00298.mp4,1,127,79,505,655,30.6
01710,01710.mp4,0,,,72,222,30.0
01577,01577.mp4,0,,,954,1104,29.9
01081,01081.mp4,0,,,791,941,30.0
01326,01326.mp4,0,,,939,1089,30.6
01136,01136.mp4,0,,,48,198,29.2
01954,01954.mp4,0,,,103,253,28.4
01218,01218.mp4,0,,,964,1114,30.0
01013,01013.mp4,1,94,80,485,635,30.0
00881,00881.mp4,1,77,66,450,600,30.6
00131,00131.mp4,1,79,50,528,678,31.0
00469,00469.mp4,1,91,62,436,586,28.5
01115,01115.mp4,0,,,663,813,30.5
00214,00214.mp4,1,88,63,559,709,30.6
01114,01114.mp4,0,,,1124,1274,30.6
00831,00831.mp4,1,119,92,438,588,30.5
01842,01842.mp4,0,,,199,349,29.0
02041,02041.mp4,0,,,785,935,30.6
00173,00173.mp4,1,137,51,141,291,30.0
01605,01605.mp4,0,,,227,377,30.0
01495,01495.mp4,0,,,123,273,29.9
00124,00124.mp4,1,134,112,488,638,30.0
01557,01557.mp4,0,,,691,841,30.0
00543,00543.mp4,1,90,44,506,656,30.0
00108,00108.mp4,1,112,80,467,617,30.0
00777,00777.mp4,1,91,13,520,670,29.8
01234,01234.mp4,0,,,981,1131,29.0
01035,01035.mp4,1,124,34,497,647,30.6
01097,01097.mp4,0,,,601,751,29.9
00882,00882.mp4,1,90,13,488,638,29.9
01092,01092.mp4,0,,,387,537,30.0
01583,01583.mp4,0,,,78,228,30.0
00745,00745.mp4,1,125,98,470,620,30.0
01049,01049.mp4,0,,,910,1060,30.6
01074,01074.mp4,0,,,760,910,30.0
01611,01611.mp4,0,,,387,537,30.0
01638,01638.mp4,0,,,390,540,30.0
01393,01393.mp4,0,,,932,1082,30.0
01564,01564.mp4,0,,,182,332,30.0
00664,00664.mp4,1,84,42,541,691,30.0
00216,00216.mp4,1,80,35,468,618,30.0
01372,01372.mp4,0,,,20,170,30.0
01493,01493.mp4,0,,,995,1145,29.9
00158,00158.mp4,1,107,43,579,729,30.0
00889,00889.mp4,1,78,,577,727,30.0
01069,01069.mp4,0,,,266,416,30.0
02079,02079.mp4,0,,,442,592,30.0
01722,01722.mp4,0,,,117,267,30.0
00151,00151.mp4,1,86,24,522,672,29.9
00586,00586.mp4,1,139,67,446,596,29.0
01848,01848.mp4,0,,,860,1010,30.0
01756,01756.mp4,0,,,519,669,30.0
00189,00189.mp4,1,114,47,494,644,29.9
01279,01279.mp4,0,,,232,382,30.0
00155,00155.mp4,1,93,35,495,645,30.6
00694,00694.mp4,1,129,63,435,585,30.0
00638,00638.mp4,1,129,38,409,559,30.6
00891,00891.mp4,1,85,39,492,642,30.0
01521,01521.mp4,0,,,214,364,30.0
00226,00226.mp4,1,128,95,455,605,30.0
00965,00965.mp4,1,83,79,566,716,30.6
00667,00667.mp4,1,87,58,454,604,30.0
00991,00991.mp4,1,128,100,451,601,30.0
01890,01890.mp4,0,,,1584,1734,30.0
02004,02004.mp4,0,,,319,469,30.0
01323,01323.mp4,0,,,62,212,30.6
01377,01377.mp4,0,,,810,960,28.9
00538,00538.mp4,1,132,97,464,614,30.0
00330,00330.mp4,1,130,104,483,633,30.0
00763,00763.mp4,1,128,78,451,601,30.0
01400,01400.mp4,0,,,61,211,29.8
00105,00105.mp4,1,138,113,465,615,30.0
02006,02006.mp4,0,,,664,814,30.6
01011,01011.mp4,1,107,49,497,647,30.4
00320,00320.mp4,1,85,29,533,683,30.0
02042,02042.mp4,0,,,721,871,29.1
00141,00141.mp4,1,84,60,547,697,30.6
00783,00783.mp4,1,90,62,561,711,30.6
01858,01858.mp4,0,,,735,885,30.0
00630,00630.mp4,1,78,,532,682,30.6
00709,00709.mp4,1,119,73,491,641,30.0
01781,01781.mp4,0,,,712,862,30.0
02031,02031.mp4,0,,,364,514,30.0
01546,01546.mp4,0,,,20,170,30.6
01528,01528.mp4,0,,,850,1000,30.0
01343,01343.mp4,0,,,236,386,27.3
00931,00931.mp4,1,121,60,468,618,30.0
00682,00682.mp4,1,84,49,507,657,30.0
00184,00184.mp4,1,93,89,556,706,30.0
01386,01386.mp4,0,,,425,575,29.8
00580,00580.mp4,1,75,34,552,702,30.0
02070,02070.mp4,0,,,419,569,30.6
00044,00044.mp4,1,90,67,513,663,30.0
01979,01979.mp4,0,,,14,164,30.0
00910,00910.mp4,1,112,66,460,610,30.0
01132,01132.mp4,0,,,377,527,29.6
01176,01176.mp4,0,,,50,200,30.0
01750,01750.mp4,0,,,476,626,30.0
02028,02028.mp4,0,,,290,440,29.9
02003,02003.mp4,0,,,382,532,30.0
00978,00978.mp4,1,133,19,486,636,30.6
01655,01655.mp4,0,,,115,265,30.6
01815,01815.mp4,0,,,976,1126,30.6
00225,00225.mp4,1,119,77,513,663,30.0
01121,01121.mp4,0,,,528,678,30.0
01147,01147.mp4,0,,,133,283,26.4
00913,00913.mp4,1,78,21,491,641,30.0
00928,00928.mp4,1,101,46,484,634,30.0
01263,01263.mp4,0,,,741,891,30.0
00639,00639.mp4,1,117,57,480,630,29.9
01415,01415.mp4,0,,,969,1119,29.9
01939,01939.mp4,0,,,599,749,30.0
00873,00873.mp4,1,112,55,490,640,30.3
00310,00310.mp4,1,145,119,490,640,30.3
00061,00061.mp4,1,116,53,449,599,30.0
02007,02007.mp4,0,,,376,526,29.9
00995,00995.mp4,1,85,47,516,666,30.0
00937,00937.mp4,1,88,32,517,667,30.0
01536,01536.mp4,0,,,1092,1242,30.0
01975,01975.mp4,0,,,630,780,30.0
01222,01222.mp4,0,,,160,310,24.1
00528,00528.mp4,1,123,83,1581,1731,30.0
01211,01211.mp4,0,,,300,450,30.0
00943,00943.mp4,1,91,48,388,538,30.5
01599,01599.mp4,0,,,456,606,30.0
01230,01230.mp4,0,,,323,473,30.0
01566,01566.mp4,0,,,1041,1191,30.0
01361,01361.mp4,0,,,124,274,30.0
00618,00618.mp4,1,105,66,500,650,30.0
02111,02111.mp4,0,,,376,526,30.6
00493,00493.mp4,1,112,52,471,621,30.0
00602,00602.mp4,1,122,35,446,596,30.0
00149,00149.mp4,1,128,56,515,665,30.0
